测试ID,测试模块,测试类型,测试功能,测试步骤,预期结果,优先级,状态
TC-050,岗位发布,功能测试,撤销图标点击,1. 登录系统
2. 进入岗位发布页面
3. 点击"撤销"按钮（叉号图标）,弹出撤销确认模态框，功能正常,高,未执行
TC-051,通用界面,功能测试,登出按钮点击,1. 登录系统
2. 点击右上角的登出按钮
3. 确认登出操作,系统退出登录，跳转到登录页面，功能正常,高,未执行
TC-052,通用界面,功能测试,响应式布局切换,1. 登录系统
2. 调整浏览器窗口大小
3. 检查页面布局是否自适应,页面布局随窗口大小自适应调整，功能正常,中,未执行
TC-053,通用界面,功能测试,错误提示框关闭,1. 登录系统
2. 触发一个错误提示（如缺少必填字段）
3. 点击错误提示框的关闭按钮,错误提示框关闭，功能正常,中,未执行
TC-054,权限控制,功能测试,超级管理员权限（正面）,1. 以超级管理员身份登录
2. 尝试访问所有功能模块
3. 尝试执行所有操作,超级管理员可以访问所有功能，执行所有操作，权限正常,高,未执行
TC-055,权限控制,异常测试,普通用户权限不足（反面）,1. 以普通用户身份登录
2. 尝试访问系统管理模块
3. 尝试执行需要管理员权限的操作,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-056,用人申请,功能测试,部门经理权限（正面）,1. 以部门经理身份登录
2. 进入用人申请页面
3. 尝试创建和管理本部门的用人申请,部门经理可以创建和管理本部门的用人申请，权限正常,高,未执行
TC-057,用人申请,异常测试,部门经理跨部门操作（反面）,1. 以部门经理身份登录
2. 进入用人申请页面
3. 尝试编辑其他部门的用人申请,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-058,简历筛选,功能测试,招聘专员权限（正面）,1. 以招聘专员身份登录
2. 进入简历筛选页面
3. 尝试筛选和管理简历,招聘专员可以筛选和管理简历，权限正常,高,未执行
TC-059,简历筛选,异常测试,非招聘专员操作（反面）,1. 以非招聘专员身份登录
2. 进入简历筛选页面
3. 尝试筛选简历,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-060,面试安排,功能测试,外包招聘岗权限（正面）,1. 以外包招聘岗身份登录
2. 进入面试安排页面
3. 尝试安排面试,外包招聘岗可以安排面试，权限正常,高,未执行
TC-061,面试安排,异常测试,非外包招聘岗安排面试（反面）,1. 以非外包招聘岗身份登录
2. 进入面试安排页面
3. 尝试安排面试,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-062,岗位发布,功能测试,HR权限（正面）,1. 以HR身份登录
2. 进入岗位发布页面
3. 尝试发布和撤销岗位,HR可以发布和撤销岗位，权限正常,高,未执行
TC-063,岗位发布,异常测试,非HR操作（反面）,1. 以非HR身份登录
2. 进入岗位发布页面
3. 尝试发布岗位,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-064,权限控制,功能测试,面试官录入结果权限（正面）,1. 以面试官身份登录
2. 进入面试记录页面
3. 尝试录入自己负责面试的结果,面试官可以录入自己负责面试的结果，权限正常,高,未执行
TC-065,权限控制,异常测试,面试官跨面试录入结果（反面）,1. 以面试官身份登录
2. 进入面试记录页面
3. 尝试录入其他面试官负责面试的结果,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-066,权限控制,功能测试,系统管理员权限（正面）,1. 以系统管理员身份登录
2. 尝试访问系统设置、用户管理等模块
3. 尝试执行系统管理操作,系统管理员可以访问系统管理模块，执行系统管理操作，权限正常,高,未执行
TC-067,权限控制,异常测试,系统管理员业务操作（反面）,1. 以系统管理员身份登录
2. 尝试创建用人申请或安排面试
3. 检查操作权限,系统管理员不能执行业务操作，权限控制正常,高,未执行
TC-068,权限控制,功能测试,财务人员权限（正面）,1. 以财务人员身份登录
2. 尝试访问预算和成本相关模块
3. 尝试查看财务报表,财务人员可以访问财务相关模块，查看财务报表，权限正常,中,未执行
TC-069,权限控制,异常测试,财务人员业务操作（反面）,1. 以财务人员身份登录
2. 尝试创建用人申请或筛选简历
3. 检查操作权限,财务人员不能执行业务操作，权限控制正常,中,未执行
TC-070,权限控制,功能测试,培训专员权限（正面）,1. 以培训专员身份登录
2. 尝试访问培训相关模块
3. 尝试管理培训计划,培训专员可以访问培训相关模块，管理培训计划，权限正常,中,未执行
TC-071,权限控制,异常测试,培训专员业务操作（反面）,1. 以培训专员身份登录
2. 尝试创建用人申请或安排面试
3. 检查操作权限,培训专员不能执行业务操作，权限控制正常,中,未执行
TC-072,权限控制,功能测试,员工自助权限（正面）,1. 以普通员工身份登录
2. 尝试访问个人信息、申请记录等模块
3. 尝试更新个人信息,员工可以访问个人相关模块，更新个人信息，权限正常,中,未执行
TC-073,权限控制,异常测试,员工自助业务操作（反面）,1. 以普通员工身份登录
2. 尝试创建用人申请或筛选简历
3. 检查操作权限,普通员工不能执行业务操作，权限控制正常,中,未执行
TC-074,权限控制,功能测试,分管总权限（正面）,1. 以分管总身份登录
2. 尝试审批用人申请和面试结果
3. 尝试查看分管范围内的报表,分管总可以审批相关申请，查看分管范围内的报表，权限正常,高,未执行
TC-075,权限控制,异常测试,分管总跨范围操作（反面）,1. 以分管总身份登录
2. 尝试审批非分管范围内的申请
3. 检查操作权限,分管总不能审批非分管范围内的申请，权限控制正常,高,未执行
TC-076,数据一致性,功能测试,用人申请API与数据库一致性,1. 通过API获取用人申请列表
2. 从数据库查询相同ID的记录
3. 比较API返回数据与数据库数据
4. 检查所有字段是否一致,API返回的数据与数据库中的数据完全一致，无字段缺失或错误,高,未执行
TC-077,数据一致性,功能测试,系统参数API与数据库一致性,1. 通过API获取系统参数（LEVEL、TEAM、PLATFORM、CATEGORY）
2. 从数据库查询相同类型的参数
3. 比较API返回数据与数据库数据
4. 检查参数代码、名称、值是否一致,API返回的参数数据与数据库中的数据完全一致，无参数缺失或错误,高,未执行
TC-078,数据一致性,功能测试,前端显示与API数据一致性,1. 通过API获取用人申请列表
2. 在前端页面查看相同记录的详情
3. 比较前端显示的字段值与API返回值
4. 检查岗位标题、所属团队、技术平台等关键字段,前端显示的内容与API返回的数据完全一致，无显示错误或遗漏,高,未执行
TC-079,数据一致性,功能测试,前端参数显示与数据库一致性,1. 在前端页面打开新增用人申请表单
2. 查看建议级别、所属团队、技术平台下拉框选项
3. 从数据库查询对应参数
4. 比较前端显示的参数名称与数据库中的参数名称,前端显示的参数名称与数据库中的参数名称完全一致，无显示错误,高,未执行
TC-080,数据一致性,功能测试,审批状态显示一致性,1. 通过API获取用人申请列表
2. 在前端页面查看审批状态列
3. 比较前端显示的状态文本与API返回的状态代码
4. 验证状态映射是否正确（DRAFT→未提交、PENDING→待审批、1STAPPROVED→编制审批通过等）,前端显示的审批状态与API返回的状态代码映射正确，无显示错误,高,未执行
TC-081,数据一致性,功能测试,所属团队字段显示一致性,1. 通过API获取用人申请列表
2. 在前端页面查看所属团队列
3. 比较前端显示的团队值与API返回的positionOrTeam或team字段
4. 验证字段回退机制是否正常（优先显示positionOrTeam，其次显示team）,前端显示的所属团队与API返回的字段值一致，字段回退机制正常工作,高,未执行
TC-082,数据一致性,功能测试,技术平台字段显示一致性,1. 通过API获取用人申请列表
2. 在前端页面查看技术平台列
3. 比较前端显示的平台值与API返回的technicalPlatform字段
4. 验证英文代码到中文的映射是否正确（frontend→前端、backend→后端等）,前端显示的技术平台与API返回的字段值映射正确，无显示错误,高,未执行
TC-083,数据一致性,功能测试,用人申请详情显示完整性,1. 在前端页面点击查看用人申请详情
2. 检查详情页面是否显示所有数据库字段
3. 验证字段包括：岗位标题、总编制人数、空缺编制、所属团队、技术平台、补充人数、是否近期紧急要求、建议级别、相关经验年限要求、技能要求描述、岗位职责、创建时间,详情页面显示所有数据库字段，无字段缺失，显示内容完整,高,未执行
TC-084,数据一致性,功能测试,用人审批详情显示完整性,1. 在前端页面点击查看用人审批详情
2. 检查详情页面是否显示所有数据库字段
3. 验证字段包括：岗位标题、总编制人数、空缺编制、所属团队、技术平台、补充人数、是否近期紧急要求、建议级别、相关经验年限要求、技能要求描述、岗位职责、创建时间,详情页面显示所有数据库字段，无字段缺失，显示内容完整,高,未执行
TC-085,数据一致性,功能测试,岗位发布详情显示完整性,1. 在前端页面点击查看岗位发布详情
2. 检查详情页面是否显示所有数据库字段
3. 验证字段包括：岗位标题、总编制人数、空缺编制、所属团队、技术平台、补充人数、是否近期紧急要求、建议级别、相关经验年限要求、技能要求描述、岗位职责、创建时间、发布状态,详情页面显示所有数据库字段，无字段缺失，显示内容完整,高,未执行
TC-086,数据一致性,功能测试,简历提交详情显示完整性,1. 在前端页面点击查看简历提交详情
2. 检查详情页面是否显示所有数据库字段
3. 验证字段包括：简历ID、申请人姓名、应聘岗位、简历文件路径、提交时间、状态,详情页面显示所有数据库字段，无字段缺失，显示内容完整,高,未执行
TC-087,数据一致性,功能测试,面试记录详情显示完整性,1. 在前端页面点击查看面试记录详情
2. 检查详情页面是否显示所有数据库字段
3. 验证字段包括：面试记录ID、简历ID、面试轮次、面试官、面试时间、面试结果、面试评语,详情页面显示所有数据库字段，无字段缺失，显示内容完整,高,未执行
TC-088,数据一致性,功能测试,面试次数统计准确性,1. 通过API获取简历列表
2. 从数据库查询每个简历的面试记录数量
3. 在前端页面查看每个简历的面试次数
4. 比较三者数据是否一致,前端显示的面试次数与数据库中的实际记录数量一致，统计准确,高,未执行
TC-089,数据一致性,功能测试,面试状态更新及时性,1. 安排面试
2. 检查数据库中简历的面试状态
3. 检查前端页面显示的面试状态
4. 验证状态是否同步更新,面试状态在数据库和前端页面同步更新，无延迟,高,未执行
TC-090,数据一致性,功能测试,面试结果与简历状态联动,1. 录入面试结果为"通过"
2. 检查数据库中简历的面试状态
3. 检查前端页面显示的面试状态
4. 验证状态是否正确更新为下一轮或全部通过,面试结果录入后，简历的面试状态正确更新为下一轮或全部通过,高,未执行
TC-091,数据一致性,功能测试,面试结果为不通过时的状态更新,1. 录入面试结果为"不通过"
2. 检查数据库中简历的面试状态
3. 检查前端页面显示的面试状态
4. 验证状态是否正确更新为"未通过",面试结果录入为"不通过"后，简历的面试状态正确更新为"未通过",高,未执行
TC-092,数据一致性,功能测试,面试官信息显示一致性,1. 通过API获取面试记录列表
2. 在前端页面查看面试官信息
3. 从数据库查询面试官信息
4. 比较三者数据是否一致,前端显示的面试官信息与API和数据库中的数据完全一致，无显示错误,高,未执行
TC-093,数据一致性,功能测试,面试时间格式显示一致性,1. 通过API获取面试记录列表
2. 在前端页面查看面试时间
3. 从数据库查询面试时间
4. 比较三者数据格式是否一致,前端显示的面试时间格式与API和数据库中的数据格式一致，无显示错误,高,未执行
TC-094,数据一致性,功能测试,面试轮次显示一致性,1. 通过API获取面试记录列表
2. 在前端页面查看面试轮次
3. 从数据库查询面试轮次
4. 比较三者数据是否一致,前端显示的面试轮次与API和数据库中的数据完全一致，无显示错误,高,未执行
TC-095,数据一致性,功能测试,面试评语显示完整性,1. 通过API获取面试记录列表
2. 在前端页面查看面试评语
3. 从数据库查询面试评语
4. 比较三者数据是否一致,前端显示的面试评语与API和数据库中的数据完全一致，无内容丢失,高,未执行
TC-096,数据一致性,功能测试,简历筛选状态更新一致性,1. 在前端页面通过或拒绝简历
2. 检查数据库中简历的状态
3. 检查前端页面显示的简历状态
4. 验证状态是否同步更新,简历筛选状态在数据库和前端页面同步更新，无延迟,高,未执行
TC-097,数据一致性,功能测试,岗位发布状态更新一致性,1. 在前端页面发布或撤销岗位
2. 检查数据库中岗位的发布状态
3. 检查前端页面显示的发布状态
4. 验证状态是否同步更新,岗位发布状态在数据库和前端页面同步更新，无延迟,高,未执行
TC-098,数据一致性,功能测试,用户信息显示一致性,1. 通过API获取用户列表
2. 在前端页面查看用户信息
3. 从数据库查询用户信息
4. 比较三者数据是否一致,前端显示的用户信息与API和数据库中的数据完全一致，无显示错误,高,未执行
TC-099,数据一致性,功能测试,分页数据一致性,1. 在前端页面翻页
2. 通过API获取相同页码的数据
3. 从数据库查询相同范围的数据
4. 比较三者数据是否一致,前端分页显示的数据与API和数据库中的数据完全一致，无数据遗漏或重复,高,未执行
TC-100,数据一致性,功能测试,搜索结果一致性,1. 在前端页面进行搜索
2. 通过API进行相同条件的搜索
3. 从数据库查询相同条件的数据
4. 比较三者数据是否一致,前端搜索结果与API和数据库中的数据完全一致，无数据遗漏或错误,高,未执行
TC-101,待办事项,功能测试,查看待办事项列表,1. 登录系统
2. 进入待办事项页面
3. 查看待办事项列表,显示当前用户的所有待办事项，包括审批、面试安排等任务,高,未执行
TC-102,待办事项,功能测试,待办事项数量显示,1. 登录系统
2. 查看导航菜单中的待办事项数量
3. 进入待办事项页面
4. 比较显示数量与实际数量,导航菜单显示的待办事项数量与实际待办数量一致,高,未执行
TC-103,待办事项,功能测试,待办事项实时更新,1. 登录系统
2. 记录当前待办事项数量
3. 提交新的用人申请
4. 刷新页面查看待办事项数量,待办事项数量实时更新，显示最新的待办数量,高,未执行
TC-104,待办事项,功能测试,处理待办事项,1. 登录系统
2. 进入待办事项页面
3. 点击待办事项
4. 完成待办事项（如审批、安排面试）,待办事项完成后从列表中移除，数量减少,高,未执行
TC-105,待办事项,功能测试,待办事项分类显示,1. 登录系统
2. 进入待办事项页面
3. 查看待办事项分类,待办事项按类型分类显示（审批类、面试类、筛选类等）,中,未执行
TC-106,待办事项,功能测试,待办事项优先级显示,1. 登录系统
2. 进入待办事项页面
3. 查看待办事项优先级,待办事项按优先级排序显示（紧急、普通）,中,未执行
TC-107,待办事项,功能测试,待办事项详情查看,1. 登录系统
2. 进入待办事项页面
3. 点击待办事项
4. 查看待办事项详情,显示待办事项的详细信息，包括申请人、时间、内容等,高,未执行
TC-108,待办事项,边界测试,待办事项数量上限,1. 登录系统
2. 创建大量待办事项（100+条）
3. 进入待办事项页面,系统能正常显示大量待办事项，无性能问题,中,未执行
TC-109,待办事项,异常测试,待办事项加载失败,1. 登录系统
2. 断开网络连接
3. 进入待办事项页面,系统提示加载失败，显示错误信息，不会崩溃,中,未执行
TC-110,待办事项,功能测试,待办事项过期处理,1. 登录系统
2. 进入待办事项页面
3. 查看过期的待办事项,过期的待办事项标记为过期或自动移除,中,未执行
TC-111,消息管理,功能测试,查看消息列表,1. 登录系统
2. 进入消息管理页面
3. 查看消息列表,显示所有消息，包括已读和未读消息,高,未执行
TC-112,消息管理,功能测试,未读消息数量显示,1. 登录系统
2. 查看导航菜单中的消息数量
3. 进入消息管理页面
4. 比较显示数量与实际未读数量,导航菜单显示的未读消息数量与实际未读数量一致,高,未执行
TC-113,消息管理,功能测试,标记消息为已读,1. 登录系统
2. 进入消息管理页面
3. 找到未读消息
4. 点击"标记已读"按钮,消息状态变为已读，未读消息数量减少,高,未执行
TC-114,消息管理,功能测试,删除消息,1. 登录系统
2. 进入消息管理页面
3. 找到要删除的消息
4. 点击"删除"按钮,消息从列表中移除，删除成功,高,未执行
TC-115,消息管理,功能测试,发布系统消息,1. 以管理员身份登录
2. 进入消息管理页面
3. 点击"发布消息"按钮
4. 填写消息标题和内容
5. 点击"发布",消息发布成功，所有用户都能收到消息,高,未执行
TC-116,消息管理,功能测试,消息详情查看,1. 登录系统
2. 进入消息管理页面
3. 点击消息
4. 查看消息详情,显示消息的完整内容，包括标题、内容、时间等,高,未执行
TC-117,消息管理,功能测试,消息类型显示,1. 登录系统
2. 进入消息管理页面
3. 查看消息类型,消息按类型分类显示（系统消息、审批消息、面试消息等）,中,未执行
TC-118,消息管理,功能测试,消息时间排序,1. 登录系统
2. 进入消息管理页面
3. 查看消息排序,消息按时间倒序排列，最新消息在最前面,高,未执行
TC-119,消息管理,边界测试,消息数量上限,1. 登录系统
2. 创建大量消息（100+条）
3. 进入消息管理页面,系统能正常显示大量消息，无性能问题,中,未执行
TC-120,消息管理,边界测试,消息内容长度,1. 登录系统
2. 发布消息，内容为最大长度
3. 查看消息详情,消息内容完整显示，无截断,中,未执行
TC-121,消息管理,异常测试,消息发布权限控制,1. 以普通用户身份登录
2. 进入消息管理页面
3. 查看是否有"发布消息"按钮,普通用户没有发布消息的权限，按钮不显示,高,未执行
TC-122,消息管理,异常测试,删除消息权限控制,1. 以普通用户身份登录
2. 进入消息管理页面
3. 查看是否有"删除"按钮,普通用户只能删除自己的消息，不能删除系统消息,中,未执行
TC-123,消息管理,功能测试,消息推送通知,1. 登录系统
2. 保持页面打开
3. 管理员发布新消息
4. 查看是否收到通知,收到新消息通知，未读消息数量更新,高,未执行
TC-124,消息管理,功能测试,消息搜索功能,1. 登录系统
2. 进入消息管理页面
3. 在搜索框中输入关键词
4. 点击搜索,显示符合搜索条件的消息,中,未执行
TC-125,消息管理,功能测试,批量标记已读,1. 登录系统
2. 进入消息管理页面
3. 选择多条未读消息
4. 点击"批量标记已读",选中的消息全部标记为已读,中,未执行
TC-126,分级审批,功能测试,提交用人申请,1. 以部门经理身份登录
2. 创建用人申请
3. 提交申请,申请提交成功，状态变为"待审批"，进入审批流程,高,未执行
TC-127,分级审批,功能测试,编制审批（第一级）,1. 以编制管理岗身份登录
2. 进入审批管理页面
3. 找到状态为"待审批"的用人申请
4. 点击"同意"按钮
5. 填写审批意见,审批成功，状态变为"编制审批通过"，进入下一级审批,高,未执行
TC-128,分级审批,功能测试,团队审批（第二级）,1. 以团队经理身份登录
2. 进入审批管理页面
3. 找到状态为"编制审批通过"的用人申请
4. 点击"同意"按钮
5. 填写审批意见,审批成功，状态变为"团队审批通过"，进入下一级审批,高,未执行
TC-129,分级审批,功能测试,分管总审批（第三级）,1. 以分管总身份登录
2. 进入审批管理页面
3. 找到状态为"团队审批通过"的用人申请
4. 点击"同意"按钮
5. 填写审批意见,审批成功，状态变为"全部审批通过"，用人申请流程完成,高,未执行
TC-130,分级审批,功能测试,审批拒绝,1. 以审批人身份登录
2. 进入审批管理页面
3. 找到待审批的用人申请
4. 点击"拒绝"按钮
5. 填写拒绝理由,审批拒绝成功，状态变为"已拒绝"，流程终止,高,未执行
TC-131,分级审批,功能测试,查看审批历史,1. 登录系统
2. 进入审批管理页面
3. 点击查看用人申请详情
4. 查看审批历史,显示完整的审批历史，包括每级审批人、审批时间、审批意见,高,未执行
TC-132,分级审批,功能测试,审批流程状态显示,1. 登录系统
2. 进入用人申请列表
3. 查看审批状态列,审批状态正确显示（待审批、编制审批通过、团队审批通过、全部审批通过、已拒绝）,高,未执行
TC-133,分级审批,功能测试,审批权限控制,1. 以非审批人身份登录
2. 进入审批管理页面
3. 尝试审批用人申请,系统提示权限不足，不能审批,高,未执行
