测试ID,测试模块,测试类型,测试功能,测试步骤,预期结果,优先级,状态
TC-051,用人申请,功能测试,部门经理权限（正面）,1. 以部门经理身份登录
2. 进入用人申请页面
3. 尝试创建和管理本部门的用人申请,部门经理可以创建和管理本部门的用人申请，权限正常,高,未执行
TC-052,用人申请,异常测试,部门经理跨部门操作（反面）,1. 以部门经理身份登录
2. 进入用人申请页面
3. 尝试编辑其他部门的用人申请,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-053,简历筛选,功能测试,招聘专员权限（正面）,1. 以招聘专员身份登录
2. 进入简历筛选页面
3. 尝试筛选和管理简历,招聘专员可以筛选和管理简历，权限正常,高,未执行
TC-054,简历筛选,异常测试,非招聘专员操作（反面）,1. 以非招聘专员身份登录
2. 进入简历筛选页面
3. 尝试筛选简历,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-055,面试安排,功能测试,外包招聘岗权限（正面）,1. 以外包招聘岗身份登录
2. 进入面试安排页面
3. 尝试安排面试,外包招聘岗可以安排面试，权限正常,高,未执行
TC-056,面试安排,异常测试,非外包招聘岗安排面试（反面）,1. 以非外包招聘岗身份登录
2. 进入面试安排页面
3. 尝试安排面试,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-057,岗位发布,功能测试,HR权限（正面）,1. 以HR身份登录
2. 进入岗位发布页面
3. 尝试发布和撤销岗位,HR可以发布和撤销岗位，权限正常,高,未执行
TC-058,岗位发布,异常测试,非HR操作（反面）,1. 以非HR身份登录
2. 进入岗位发布页面
3. 尝试发布岗位,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-059,权限控制,功能测试,面试官录入结果权限（正面）,1. 以面试官身份登录
2. 进入面试记录页面
3. 尝试录入自己负责面试的结果,面试官可以录入自己负责面试的结果，权限正常,高,未执行
TC-060,权限控制,异常测试,面试官跨面试录入结果（反面）,1. 以面试官身份登录
2. 进入面试记录页面
3. 尝试录入其他面试官负责面试的结果,系统提示权限不足，操作失败，权限控制正常,高,未执行
TC-061,权限控制,功能测试,系统管理员权限（正面）,1. 以系统管理员身份登录
2. 尝试访问系统设置、用户管理等模块
3. 尝试执行系统管理操作,系统管理员可以访问系统管理模块，执行系统管理操作，权限正常,高,未执行
TC-062,权限控制,异常测试,系统管理员业务操作（反面）,1. 以系统管理员身份登录
2. 尝试创建用人申请或安排面试
3. 检查操作权限,系统管理员不能执行业务操作，权限控制正常,高,未执行
TC-063,权限控制,功能测试,财务人员权限（正面）,1. 以财务人员身份登录
2. 尝试访问预算和成本相关模块
3. 尝试查看财务报表,财务人员可以访问财务相关模块，查看财务报表，权限正常,中,未执行
TC-064,权限控制,异常测试,财务人员业务操作（反面）,1. 以财务人员身份登录
2. 尝试创建用人申请或筛选简历
3. 检查操作权限,财务人员不能执行业务操作，权限控制正常,中,未执行
TC-065,权限控制,功能测试,培训专员权限（正面）,1. 以培训专员身份登录
2. 尝试访问培训相关模块
3. 尝试管理培训计划,培训专员可以访问培训相关模块，管理培训计划，权限正常,中,未执行
TC-066,权限控制,异常测试,培训专员业务操作（反面）,1. 以培训专员身份登录
2. 尝试创建用人申请或安排面试
3. 检查操作权限,培训专员不能执行业务操作，权限控制正常,中,未执行
TC-067,权限控制,功能测试,员工自助权限（正面）,1. 以普通员工身份登录
2. 尝试访问个人信息、申请记录等模块
3. 尝试更新个人信息,员工可以访问个人相关模块，更新个人信息，权限正常,中,未执行
TC-068,权限控制,异常测试,员工自助业务操作（反面）,1. 以普通员工身份登录
2. 尝试创建用人申请或筛选简历
3. 检查操作权限,普通员工不能执行业务操作，权限控制正常,中,未执行
TC-069,权限控制,功能测试,分管总权限（正面）,1. 以分管总身份登录
2. 尝试审批用人申请和面试结果
3. 尝试查看分管范围内的报表,分管总可以审批相关申请，查看分管范围内的报表，权限正常,高,未执行
TC-070,权限控制,异常测试,分管总跨范围操作（反面）,1. 以分管总身份登录
2. 尝试审批非分管范围内的申请
3. 检查操作权限,分管总不能审批非分管范围内的申请，权限控制正常,高,未执行
